SampleID,Isdrillhol,SiO2_4AES_,TiO2_4AES_,Al2O3_4AES,Fe2O3_4AES,MnO_4AES_p,MgO_4AES_p,CaO_4AES_p,Na2O_4AES_,K2O_4AES_p,P2O5_4AES_,Cr2O3_4AES,TOT_C_4AES,TOT_S_4AES,LOI_4AES_p,Sum_4AES_p,Ba_4AES_pp,Cu_1DXMS_p,Pb_1DXMS_p,Zn_1DXMS_p,Ag_1DXMS_p,Au_1DXMS_p,As_1DXMS_p,Sb_1DXMS_p,Bi_1DXMS_p,Cd_1DXMS_p,Hg_1DXMS_p,Tl_1DXMS_p,Se_1DXMS_p,V_4AES_ppm,Ni_1DXMS_p,Co_4AES_pp,Sc_4AES_pp,Rb_4AES_pp,Sr_4AES_pp,Cs_4AES_pp,Sn_4AES_pp,W_4AES_ppm,Mo_1DXMS_p,Ga_4AES_pp,Be_4AES_pp,U_4AES_ppm,Hf_4AES_pp,Ta_4AES_pp,Th_4AES_pp,Nb_4AES_pp,Y_4AES_ppm,Zr_4AES_pp,La_4AES_pp,Ce_4AES_pp,Pr_4AES_pp,Nd_4AES_pp,Sm_4AES_pp,Eu_4AES_pp,Gd_4AES_pp,Tb_4AES_pp,Dy_4AES_pp,Ho_4AES_pp,Er_4AES_pp,Tm_4AES_pp,Yb_4AES_pp,Lu_4AES_pp,Wgt_4AES_k
TI3192,N,41.82,0.684,12.38,10.89,0.17,7.79,8.55,1.31,0.93,0.035,0.015,3.71,0.03,15.2,99.75,131,122.8,0.5,66,<0.1,3.3,54.9,<0.1,<0.1,0.1,<0.01,<0.1,<0.5,276,56.5,40.3,41,18.2,98.3,0.3,<1,1.5,<0.1,13.6,<1,0,1,<0.1,0,1.4,13.3,34.6,1.7,5.3,0.73,4.1,1.27,0.52,1.91,0.36,2.29,0.54,1.63,0.25,1.58,0.26,0.43
92J0713,N,48,0.749,13.52,14.29,0.23,8.51,9.95,1.88,0.67,0.055,0.012,<0.02,0.24,1.9,99.73,97,88,1.5,30,<0.1,<0.5,<0.5,<0.1,<0.1,<0.1,<0.01,<0.1,0.9,327,40.9,56.4,48,30.3,78.5,1,<1,1.1,10.6,14.9,<1,0,1.3,<0.1,0,1.7,21.7,41,2.5,6.8,1.11,5.5,1.91,0.76,2.7,0.56,3.6,0.81,2.53,0.37,2.44,0.39,0.74
85J0294,N,49.91,0.666,11.99,12.33,0.19,10.32,8.34,2.78,0.57,0.05,0.076,0.06,0.08,2.5,99.74,100,53.8,1.3,32,<0.1,<0.5,3.8,<0.1,<0.1,<0.1,<0.01,<0.1,<0.5,255,70.6,54.6,39,14.7,121.2,0.3,<1,<0.5,1.5,13.4,<1,0,1.3,<0.1,0.3,1.4,14.8,41.1,1.9,5.2,0.74,4,1.3,0.5,1.97,0.38,2.45,0.56,1.66,0.22,1.56,0.23,0.96
PDC546-006,N,51.64,0.815,14.67,9.77,0.19,6.43,10.36,2.2,0.13,0.047,0.014,0.27,0.03,3.5,99.77,79,104.7,0.7,57,<0.1,2.8,3.5,0.1,<0.1,0.1,<0.01,<0.1,<0.5,314,57.4,50.3,52,2.1,70.1,0.1,<1,<0.5,0.2,14.1,<1,0,1.3,<0.1,0,1.6,18.7,44.2,2.4,6.5,1.01,5.9,1.7,0.7,2.51,0.47,3.05,0.68,2,0.31,2.05,0.33,0.71
93D0312,N,51.15,0.806,14.48,12.48,0.19,7.33,7.51,2.12,0.21,0.052,0.016,0.03,0.03,3.4,99.75,36,93.6,0.8,61,<0.1,0.6,<0.5,<0.1,<0.1,<0.1,<0.01,<0.1,<0.5,311,59.5,50.1,47,5.5,85.5,0.1,<1,<0.5,0.1,13.5,<1,0,1.5,0.1,0.2,1.8,19.7,44.8,2.3,6.8,1.07,6.1,1.88,0.63,2.55,0.51,3.28,0.71,2.18,0.33,2.19,0.33,0.61
85J0560,N,52.72,0.802,14.4,10.61,0.17,7.92,8.5,3,0.52,0.087,0.047,0.03,0.09,0.9,99.71,127,106,0.8,27,<0.1,<0.5,<0.5,<0.1,<0.1,<0.1,<0.01,<0.1,0.9,239,24.9,40.8,43,12.5,197.8,0.6,2,<0.5,0.3,14.2,<1,0.1,2.3,0.2,0.4,3.3,21.6,74.7,4.6,11.7,1.62,7.5,2.61,0.81,3.13,0.62,3.98,0.81,2.37,0.4,2.43,0.38,0.78
72S0104,N,46.75,0.839,15.05,12.2,0.18,8.64,10.34,2.04,0.46,0.056,0.047,0.02,0.04,3.1,99.76,107,106.2,0.6,60,<0.1,<0.5,<0.5,<0.1,<0.1,<0.1,<0.01,<0.1,<0.5,266,92.6,47.7,44,13.3,112.5,0.5,<1,<0.5,0.2,15.2,<1,0,1.3,0.1,0,1.8,16.6,42,1.9,5.5,0.9,4.9,1.61,0.64,2.43,0.46,3.01,0.65,1.94,0.29,1.94,0.28,0.84
G54-01,N,51.75,0.966,17.26,8.9,0.2,3.96,8.5,4.09,1.03,0.054,0.027,0.33,0.12,3,99.77,347,100.4,1,70,<0.1,<0.5,6.9,<0.1,<0.1,<0.1,<0.01,<0.1,<0.5,282,102.1,67.2,49,26.1,152.5,0.4,<1,0.7,0.2,18.8,<1,0.1,1.7,0.1,0.5,2.4,22.4,55.3,5.2,13.1,1.74,8.5,2.49,0.94,3.34,0.63,3.97,0.84,2.43,0.37,2.36,0.37,0.68
92J0750,N,49.54,0.775,13.82,12.23,0.22,5.72,8.88,1.84,0.08,0.063,0.011,1.01,0.05,6.6,99.79,22,111.6,0.7,76,<0.1,<0.5,0.8,<0.1,<0.1,<0.1,<0.01,<0.1,<0.5,316,61.2,47.9,48,2.1,137,0.1,<1,<0.5,0.1,14.9,<1,0,1.2,0.1,0,1.7,20,42.4,2.3,6.6,1.05,5.4,1.89,0.69,2.53,0.51,3.3,0.7,2.15,0.34,2.17,0.33,0.95
92J0624,N,50.07,0.768,13.68,12.49,0.21,7.72,10.38,2.13,0.77,0.05,0.017,0.02,0.04,1.5,99.75,98,124.1,1.7,18,0.2,2.5,<0.5,0.3,<0.1,<0.1,<0.01,<0.1,0.5,316,33.3,50.2,48,26.5,119.7,1.2,<1,<0.5,0.2,13.9,<1,0,1,0.1,0,1.6,18.3,37.5,1.9,5.4,0.9,4.5,1.61,0.6,2.23,0.48,2.91,0.68,2.08,0.33,1.96,0.34,0.7
TI1478,N,49.55,0.831,14.8,11.86,0.22,6.55,10.49,2.5,0.18,0.056,0.013,0.21,0.17,2.7,99.77,81,133.1,0.5,51,<0.1,0.6,0.6,<0.1,<0.1,0.1,<0.01,<0.1,<0.5,331,78.8,54.4,55,2.9,79.2,<0.1,<1,<0.5,0.1,15.8,<1,0,1.5,0.1,0.2,1.7,20,46.9,2.6,7.7,1.12,5.7,1.89,0.7,2.86,0.55,3.43,0.77,2.51,0.37,2.43,0.39,0.56
92J0730,N,53.75,0.761,13.54,11.56,0.23,6.92,4.82,5.5,0.05,0.061,0.012,0.03,0.41,2.6,99.77,30,21.7,19,107,0.1,3.5,3,0.2,0.1,<0.1,<0.01,<0.1,1.4,296,49.3,55.6,48,1.2,87.9,0.4,<1,0.8,0.2,12.4,<1,0,1.2,<0.1,0.2,1.6,18.3,40.8,2.3,6.3,1.02,5.5,1.73,0.65,2.35,0.49,3.17,0.7,1.95,0.32,2.03,0.33,1.42
TI4354,N,44.75,0.731,13,10.82,0.24,4.56,9.68,2.21,0.53,0.059,0.013,3.09,0.03,13.1,99.75,99,123.9,1.7,602,<0.1,2.5,12.8,<0.1,<0.1,1.6,0.04,<0.1,0.5,263,87.3,43.9,42,13.6,71.6,0.5,<1,<0.5,0.2,13.3,<1,0,1.1,<0.1,0.3,1.6,18.4,42.2,2.9,7.9,1.1,5.7,1.73,0.6,2.62,0.48,2.88,0.71,2.14,0.34,2.04,0.33,0.64
00-CMV-022,N,38.8,0.819,14.56,15.04,0.29,5.21,10.83,0.88,0.48,0.072,0.022,2.47,0.06,12.8,99.79,115,76.3,0.8,66,<0.1,2,63,<0.1,<0.1,0.1,<0.01,<0.1,<0.5,218,163.2,46.4,29,14.4,65.5,0.3,<1,1.9,0.2,14.6,<1,0,1.3,0.1,0,2.4,17,48.1,2.6,7.5,1.17,6.1,1.79,0.64,2.36,0.44,2.72,0.59,1.67,0.26,1.66,0.27,0.4
TI0173,N,49.44,0.788,13.96,7.15,0.14,5.08,10.12,2.73,0.82,0.072,0.012,1.81,0.05,9.5,99.79,433,44.5,0.6,46,<0.1,0.7,16.2,<0.1,<0.1,<0.1,<0.01,<0.1,<0.5,286,58.6,33.1,46,21.9,101.9,0.6,<1,0.7,<0.1,13.7,<1,0,1.2,0.1,0,1.9,15.1,41.7,2.1,6.3,0.96,5.1,1.58,0.55,2.1,0.4,2.46,0.54,1.67,0.27,1.69,0.26,0.74
92J0165,N,52.33,0.746,13.2,11.63,0.17,6.11,13.46,0.3,0.04,0.055,0.012,<0.02,<0.02,1.8,99.81,7,23.6,0.3,21,<0.1,<0.5,<0.5,<0.1,<0.1,<0.1,<0.01,<0.1,<0.5,281,14,36.7,48,1,31.1,<0.1,<1,<0.5,0.2,13.9,<1,0,1.1,0.1,0.3,1.6,19.7,40,2.4,6.2,1.06,5.8,1.8,0.63,2.53,0.48,3.04,0.72,2.22,0.35,2.17,0.36,0.61
TI3558,N,50.78,0.808,14.23,10.06,0.22,6.94,6.45,2.65,0.02,0.064,0.007,0.96,<0.02,7.6,99.81,7,101.1,0.2,69,<0.1,1.1,5.5,0.2,<0.1,<0.1,0.01,<0.1,<0.5,291,47.3,43.8,48,0.1,67.4,<0.1,<1,<0.5,0.1,13.5,<1,0,1.3,0.1,0.2,1.6,19.2,40.8,2.2,6.2,1.06,5.5,1.82,0.6,2.53,0.49,3.14,0.71,2.17,0.32,2.18,0.31,0.54
TI1568,N,53.43,0.792,13.94,10.55,0.15,7.46,7.1,3.23,0.15,0.068,0.012,0.2,0.76,2.9,99.75,43,136.5,0.7,110,<0.1,0.6,17.5,<0.1,<0.1,<0.1,<0.01,<0.1,0.8,294,113.4,50.4,47,4.5,34.9,<0.1,<1,<0.5,0.3,12.7,<1,0.2,1.3,0.2,0.3,1.7,18.3,43.1,2.9,8.3,1.16,5.8,1.82,0.71,2.34,0.47,3,0.64,1.96,0.31,1.97,0.32,0.92
K42-02,N,46.83,1.006,17.62,10.67,0.26,2.83,10.23,3.88,0.05,0.065,0.024,1.07,0.09,6.3,99.82,29,89.2,0.9,93,<0.1,1.3,20.4,<0.1,<0.1,0.2,<0.01,<0.1,<0.5,298,157.1,67.8,41,1,140.5,0.2,<1,1.5,0.3,18,<1,0.1,2.1,0.1,0.4,2.8,21.3,67.1,4.6,12.9,1.81,8.8,2.47,0.91,3.53,0.62,4.01,0.87,2.62,0.37,2.46,0.37,0.84
93D0253,N,50.43,0.79,13.78,12.51,0.16,7.33,9.56,1.26,0.11,0.071,0.012,0.15,<0.02,3.7,99.75,19,85.8,1.7,58,<0.1,0.7,<0.5,0.2,<0.1,<0.1,<0.01,<0.1,0.5,308,50.2,49.3,48,2.9,149.4,0.2,<1,<0.5,0.1,15,<1,0,1.4,0.1,0,1.8,18.7,43.8,2.1,6.6,1.05,5.4,1.86,0.67,2.49,0.49,2.96,0.67,2.01,0.32,2.06,0.33,0.51
92J0275,N,51.12,0.825,14.35,12.52,0.21,7.27,10.03,2.38,0.29,0.059,0.013,0.03,0.03,0.7,99.76,50,99.3,4.5,23,<0.1,2.1,<0.5,<0.1,<0.1,<0.1,<0.01,<0.1,<0.5,319,19.4,51.4,51,6.7,74.8,0.4,<1,0.6,<0.1,15.1,<1,0,1.4,0.1,0.2,2.1,19.7,44.8,2.1,6.4,0.99,5.6,1.83,0.55,2.67,0.5,3.4,0.69,2.26,0.34,2.25,0.35,0.37
92J0268,N,49.53,0.841,14.6,12.38,0.18,7.26,10.86,2.43,0.49,0.063,0.011,0.04,0.15,1.1,99.76,70,96.2,0.4,16,<0.1,0.5,<0.5,<0.1,<0.1,<0.1,<0.01,<0.1,<0.5,307,23.1,36.4,52,10.5,120.2,0.8,<1,2.8,0.4,15.3,<1,0,1.5,0.1,0.2,1.8,21.8,47.9,2.6,7.5,1.15,5.7,1.96,0.62,2.96,0.55,3.58,0.77,2.4,0.38,2.45,0.38,0.45
K64-56,N,52.4,0.997,17.28,3.22,0.14,1.2,12.35,3.46,1.2,0.092,0.022,1.67,0.11,7.5,99.88,211,104.1,0.1,55,<0.1,0.8,28.2,<0.1,<0.1,0.1,<0.01,<0.1,0.6,231,167.8,60.4,32,41,118.1,1.2,<1,<0.5,0.4,14.8,<1,0,1.2,0.1,0,1.8,17.8,35.8,2.4,7.2,1.13,5.9,1.97,0.71,2.72,0.49,2.88,0.62,1.82,0.24,1.49,0.21,0.81
73S0420,N,44.02,0.823,14.23,17.06,0.34,7.92,9.31,0.69,0.06,0.065,0.034,0.34,<0.02,5.2,99.76,12,27.7,0.3,74,<0.1,0.8,<0.5,<0.1,<0.1,<0.1,<0.01,<0.1,0.6,291,48.3,45.3,45,0.8,63.7,<0.1,<1,<0.5,<0.1,14.5,<1,0,1.4,0.1,0.3,1.7,17.5,42.5,2.5,6.9,1.05,4.8,1.85,0.74,2.51,0.53,3.12,0.73,2.12,0.33,2.05,0.32,0.43
MNT87-08,N,51.37,0.807,13.89,11.66,0.26,6.64,9,3.36,0.21,0.055,0.006,0.15,0.05,2.5,99.75,168,132.8,0.3,36,<0.1,1.8,0.8,<0.1,<0.1,<0.1,<0.01,<0.1,<0.5,308,39.5,46.5,46,2.5,62.1,<0.1,<1,<0.5,0.2,12.2,<1,0,1.3,0.1,0.2,1.6,19.7,41.3,2.1,6.2,0.98,5.1,1.76,0.64,2.58,0.49,3.14,0.7,2.15,0.32,2.22,0.32,0.67
00-CMV-018A,N,38.68,0.825,14.14,10.3,0.15,5.42,9.86,2.31,0.3,0.066,0.026,4.44,0.03,17.7,99.79,39,83.5,0.4,73,<0.1,4.5,134.8,<0.1,<0.1,<0.1,<0.01,<0.1,<0.5,218,178.7,54.4,28,7.8,105.9,0.1,<1,1.6,0.3,14.3,<1,0,1.2,0.1,0,2.2,16.4,44.7,2.2,6.8,1.08,5.8,1.8,0.7,2.41,0.46,2.69,0.61,1.81,0.26,1.7,0.26,0.35
31916,N,51.48,0.874,14.89,11.67,0.23,7.07,7.78,2.28,0.04,0.051,0.011,0.02,<0.02,3.3,99.74,18,138.7,0.2,69,<0.1,1.3,2.4,<0.1,<0.1,0.1,<0.01,<0.1,<0.5,350,73,55.2,53,0,109.7,<0.1,<1,<0.5,<0.1,15.2,<1,0,1.7,0.1,0.3,1.9,22.7,48.3,2.5,7.1,1.16,5.6,1.99,0.74,2.83,0.57,3.57,0.83,2.45,0.38,2.51,0.4,1.08
76J0466,N,48.17,0.749,12.64,12.57,0.15,9.72,7.48,2.8,0.54,0.05,0.085,0.09,0.15,4.7,99.71,238,70.9,1.9,47,<0.1,<0.5,0.7,<0.1,<0.1,<0.1,<0.01,<0.1,<0.5,270,70.5,53.7,45,10.9,132.3,0.3,<1,<0.5,0.2,14.6,<1,0,1.2,<0.1,0,1.4,16.3,41,2.1,5.2,0.84,4.6,1.56,0.74,2.29,0.47,2.81,0.61,1.79,0.3,1.83,0.31,0.88
30681,N,48.06,0.779,13.14,11.82,0.17,6.15,7,3.12,0.53,0.036,0.005,1.39,<0.02,8.9,99.76,41,130,0.3,67,<0.1,0.9,9.2,<0.1,<0.1,<0.1,<0.01,<0.1,<0.5,297,41.4,41.8,44,19.8,57.4,1.5,<1,<0.5,<0.1,14.6,<1,0,1.3,0.1,0,1.8,19.1,42.8,2.2,6.9,0.98,5.2,1.74,0.58,2.58,0.5,3.16,0.72,2.15,0.34,2.17,0.35,0.85
TRIP4,N,55.25,0.831,14,8.18,0.16,3.69,6.59,4.13,0.14,0.067,0.012,1.33,0.04,6.8,99.82,85,132.9,1.9,96,<0.1,1.8,1.9,<0.1,<0.1,0.2,<0.01,<0.1,<0.5,312,61.4,43.1,50,4.2,84.5,0.1,<1,0.6,0.3,13,<1,0,1.5,0.1,0,1.5,19.2,43.6,1.7,5.7,0.93,5.3,1.81,0.57,2.42,0.49,3.09,0.73,2.07,0.34,2.13,0.33,0.79
73S1060,N,49.58,0.82,13.8,12.23,0.2,7.07,9.75,2.38,0.03,0.066,0.012,0.04,0.06,3.8,99.77,32,81,0.5,72,<0.1,<0.5,<0.5,<0.1,<0.1,<0.1,<0.01,<0.1,<0.5,277,31.5,43.5,43,1,54.9,0.2,<1,<0.5,0.2,13.8,<1,0,1.6,0.1,0.3,1.9,17,49.8,2.8,7.6,1.15,6.2,1.96,0.69,2.5,0.49,3.11,0.66,2.01,0.3,2,0.3,0.94
25905,N,48.55,0.796,13.39,11.37,0.33,6.57,10.97,2.01,0.03,0.059,0.015,0.78,0.03,5.6,99.76,9,117.3,0.5,62,<0.1,1.7,1,<0.1,<0.1,0.1,<0.01,<0.1,<0.5,319,61,50.5,46,0,92.7,<0.1,<1,<0.5,0.1,15.3,<1,0,1.3,<0.1,0.2,1.9,19.8,43.8,2.6,6.9,1.11,5.3,1.81,0.72,2.73,0.52,3.08,0.71,2.16,0.33,2.12,0.34,1.34
83J0292,N,48.84,0.89,14.9,13.1,0.19,7.62,10.61,1.71,0.42,0.078,0.037,0.06,0.04,1.3,99.73,60,137.8,1,18,<0.1,0.6,<0.5,<0.1,<0.1,<0.1,<0.01,<0.1,<0.5,320,27.3,56,43,10.4,200.6,0.5,<1,<0.5,<0.1,17.5,<1,0,1.6,0.1,0.2,2.4,19.6,53.7,2.5,7.9,1.16,6.8,2.14,0.76,2.93,0.56,3.39,0.75,2.25,0.36,2.25,0.35,0.94
MT87-11,N,51.45,0.838,13.96,11.67,0.19,6.39,7.64,3.78,0.09,0.061,0.008,0.41,0.14,3.7,99.76,40,126.3,0.7,60,<0.1,1.9,1.7,<0.1,<0.1,<0.1,<0.01,<0.1,<0.5,302,45.5,45.1,47,0.5,70.8,<0.1,<1,<0.5,0.1,12.6,<1,0,1.4,<0.1,0.3,1.6,20,45.9,2.3,7.1,1.01,5.8,1.72,0.64,2.6,0.5,3.23,0.72,2.16,0.34,2.36,0.36,0.35
85J0423,N,47.2,0.909,15.02,14.59,0.18,7.64,9.17,1.5,0.2,0.074,0.02,<0.02,0.04,3.2,99.75,44,106.5,0.5,77,<0.1,<0.5,<0.5,<0.1,<0.1,<0.1,<0.01,<0.1,<0.5,247,137.3,58,29,7.6,140,0.7,<1,<0.5,<0.1,14.8,<1,0.1,1.6,0.1,0.3,2.5,18.6,51.9,3.7,9.7,1.47,7.2,2.15,0.79,2.73,0.51,3.14,0.69,2.03,0.32,2.07,0.32,1.32
K64-57,N,44.75,1.138,18.79,10.82,0.18,4.55,10.5,1.82,0.75,0.025,0.025,1.01,1.18,6.4,99.83,87,195.2,1.4,138,<0.1,1.3,2.9,<0.1,0.2,0.2,<0.01,<0.1,1.7,236,205.9,71.5,40,18.8,122.9,0.7,1,<0.5,0.1,20.6,<1,0.2,1.7,0.2,0.2,2.9,8.1,44.4,1.1,3.1,0.5,2.8,1.01,0.58,1.3,0.26,1.73,0.37,1.15,0.16,1.26,0.18,0.89
TI1375,N,50.01,0.745,12.3,9.33,0.14,6.92,8.87,3.96,0.33,0.057,0.009,1.12,<0.02,7.1,99.79,115,137.3,0.3,33,<0.1,1.1,2.2,<0.1,<0.1,0.1,<0.01,<0.1,<0.5,239,36.5,33.3,42,4.5,94.4,<0.1,<1,<0.5,0.1,11.8,<1,0,1.4,<0.1,0,1.5,18.5,44.5,2,6.1,0.9,4.4,1.61,0.53,2.55,0.5,3.13,0.73,2.17,0.36,2.19,0.34,0.72
TB09022,N,48.87,0.764,12.57,10.4,0.18,4.89,9.26,3,0.02,0.067,0.006,1.95,0.04,9.8,99.82,4,125.6,1.1,77,0.1,1.7,3.7,0.1,<0.1,<0.1,<0.01,<0.1,<0.5,267,48,41.8,44,0.3,54.9,<0.1,<1,0.7,0.1,12.7,<1,0,1.3,0.1,0.2,1.6,18.3,42.1,2.2,6.1,0.99,5.2,1.76,0.55,2.47,0.48,2.96,0.67,2.03,0.3,2.13,0.33,1.32
92J0419,N,50.77,0.909,14.89,11.57,0.17,7.34,8.32,2.26,0.06,0.082,0.024,0.12,0.05,3.4,99.77,30,77.4,0.4,54,<0.1,0.7,<0.5,<0.1,<0.1,<0.1,<0.01,<0.1,<0.5,264,75.7,45.6,37,0.9,137.4,0.2,<1,<0.5,0.1,16.5,<1,0,1.7,0.2,0.4,2.3,19.4,56.4,3,8.5,1.35,6.6,2.12,0.75,2.78,0.55,3.48,0.77,2.3,0.36,2.24,0.35,0.38
73J1131,N,54.56,0.906,14.77,9.39,0.16,4.93,5.59,3.17,0.26,0.061,0.043,0.63,<0.02,6,99.81,63,85.9,1.5,62,<0.1,<0.5,<0.5,<0.1,<0.1,<0.1,<0.01,<0.1,<0.5,244,119.1,45.5,34,5.9,71.1,0.1,2,<0.5,<0.1,14.8,<1,0,1.5,0.2,0.3,2.2,15,44.6,2.7,7.2,1.12,6.2,1.74,0.66,2.2,0.43,2.74,0.57,1.67,0.26,1.63,0.25,0.63
92J0190,N,53.3,0.782,12.72,11.24,0.2,5.99,14.04,0.35,0.06,0.066,0.011,0.04,<0.02,1,99.8,11,22.2,1.3,9,<0.1,<0.5,0.6,<0.1,<0.1,<0.1,<0.01,<0.1,<0.5,298,8.8,42.3,47,1.9,29.8,0.2,<1,<0.5,0.1,15.6,<1,0,1.3,<0.1,0.2,1.7,19.2,41.9,2.5,6.7,1.07,5.5,1.91,0.64,2.48,0.48,2.99,0.68,2.13,0.33,2.06,0.33,0.46
92J0605,N,51.56,0.854,13.8,12.67,0.22,7.01,8.96,3.03,0.62,0.061,0.011,0.04,0.03,0.9,99.74,119,86.9,3.7,16,0.3,1.4,<0.5,0.2,<0.1,<0.1,<0.01,<0.1,<0.5,323,11.5,45.9,49,22.9,177.5,1,<1,<0.5,0.2,14.8,<1,0,1.4,<0.1,0.2,1.8,22,46.9,2.4,6.8,1.11,6.3,1.98,0.7,2.66,0.56,3.37,0.8,2.5,0.39,2.56,0.4,0.75
83J0435,N,49.6,0.83,13.35,15.34,0.22,6.91,8.9,3.08,0.57,0.045,0.01,0.04,0.11,0.9,99.73,68,110.7,1.1,28,<0.1,1.1,<0.5,<0.1,<0.1,<0.1,<0.01,<0.1,0.7,314,22.6,56.4,47,12.1,137.2,0.2,<1,<0.5,0.1,15.9,<1,0.1,1.4,0.2,0.4,2.4,22,55.9,4.1,10.8,1.58,8.4,2.22,0.75,2.99,0.58,3.78,0.81,2.47,0.39,2.53,0.38,0.9
92J0782,N,50.3,0.856,13.75,12.23,0.2,6.56,7.56,1.98,0.03,0.066,0.013,0.81,0.04,6.2,99.76,13,99.4,1,98,<0.1,4,1.4,0.1,<0.1,<0.1,<0.01,<0.1,0.5,315,59,44.8,48,0.5,125.8,0.1,<1,<0.5,0.1,13.1,<1,0,1.5,0.1,0.2,1.8,19.3,44.7,2.3,6.6,1.08,5.8,1.91,0.71,2.43,0.52,3.28,0.72,2.14,0.32,2.2,0.34,0.81
TI1348,N,42.26,1.251,19.86,12.34,0.1,7.76,10.02,2,0.05,0.021,0.012,0.06,0.04,4.1,99.8,17,24.9,0.2,23,<0.1,<0.5,<0.5,<0.1,<0.1,<0.1,<0.01,<0.1,<0.5,403,35.8,46.4,35,0.8,156.7,0.2,<1,<0.5,<0.1,16.5,<1,0,0.4,<0.1,0,1.1,9.2,12.1,1.2,3.1,0.44,2.4,0.76,0.62,1.11,0.22,1.6,0.36,1.09,0.17,1.09,0.17,1.49
MT87-02,N,53.33,0.905,14.36,9.86,0.21,5.69,8.25,3.16,0.04,0.059,0.012,0.41,0.1,3.9,99.79,37,117.9,0.4,51,<0.1,<0.5,<0.5,<0.1,<0.1,<0.1,<0.01,<0.1,<0.5,302,59.8,44.9,44,0,108.2,<0.1,<1,<0.5,0.2,16.3,<1,0,1.7,0.1,0.3,1.8,17.4,48.3,2.4,7.3,1.09,5.8,1.9,0.71,2.61,0.48,3.03,0.64,1.92,0.31,1.97,0.3,0.61
92J0677,N,53.14,0.917,14.53,11.1,0.26,3.88,11.67,0.65,0.91,0.073,0.015,0.32,<0.02,2.7,99.82,89,42.8,2.6,44,0.2,1.1,<0.5,0.3,<0.1,<0.1,<0.01,<0.1,0.7,343,33.3,37.9,47,25.7,102.1,0.6,1,0.7,<0.1,14.7,<1,0,1.6,0.2,0.2,2,22.6,53,2.6,7.2,1.24,6.8,2.24,0.79,2.9,0.58,3.65,0.83,2.44,0.37,2.36,0.38,0.49
MNT87-09,N,49.94,1.052,16.66,8.8,0.19,6.29,8.27,3.83,0.42,0.061,0.02,0.34,<0.02,4.2,99.75,193,111.1,0.5,69,<0.1,<0.5,1.1,<0.1,<0.1,<0.1,<0.01,<0.1,<0.5,382,72,55.7,57,10.7,111.9,0.2,<1,<0.5,<0.1,16.9,<1,0,1.9,<0.1,0,2.1,20.7,54.3,2.8,8.3,1.28,6.3,2.12,0.87,3.09,0.57,3.61,0.8,2.35,0.35,2.21,0.33,0.63
TB09027,N,43.7,1.05,16.48,12.8,0.17,8.82,11.37,1.75,0.03,0.073,0.048,0.03,<0.02,3.4,99.72,6,90.1,0.2,44,<0.1,0.8,16.6,<0.1,<0.1,<0.1,<0.01,<0.1,<0.5,302,93.9,56.9,41,0.2,172,<0.1,<1,<0.5,0.1,18.7,<1,0,1.5,0.2,0.2,2.9,17.4,52.5,3,8.9,1.35,7,2.23,0.83,2.87,0.54,3.18,0.66,1.96,0.3,1.8,0.28,1.73
73S1110,N,54.91,0.779,12.19,10.86,0.21,5.4,9.04,2.73,0.27,0.053,0.061,0.32,0.05,3.3,99.79,103,103.2,0.5,70,<0.1,<0.5,<0.5,<0.1,<0.1,0.1,<0.01,<0.1,<0.5,260,103.3,39.4,38,5.3,57.9,0.2,<1,<0.5,0.2,11.5,<1,0,1.6,0.1,0.3,2.3,17.3,50.1,2.9,7.7,1.14,5.7,1.94,0.62,2.41,0.48,3.04,0.68,2.08,0.31,2.08,0.29,0.66
73J1132,N,46.77,0.955,14.91,13.12,0.19,7.95,10.06,1.98,0.05,0.069,0.044,0.04,0.09,3.6,99.74,25,102.4,0.6,71,<0.1,<0.5,<0.5,<0.1,<0.1,0.1,<0.01,<0.1,<0.5,282,92.5,50.2,42,0.7,131.3,0.1,<1,<0.5,0.1,16.8,<1,0,1.7,0.2,0.2,2.4,20.7,52.5,3.3,8.9,1.38,7,2.19,0.78,2.92,0.56,3.4,0.73,2.26,0.33,2.18,0.32,0.78
76J0160,N,47.41,0.94,14.57,15.65,0.2,8.11,5.41,3.8,0.7,0.069,0.024,0.05,0.3,2.8,99.7,95,94,0.7,68,<0.1,0.7,<0.5,<0.1,0.1,<0.1,<0.01,<0.1,0.7,338,53.2,60.4,45,12,126.4,0.4,9,<0.5,2.7,16.8,<1,0,1.6,<0.1,0,1.6,20.5,52.3,2.3,6.5,1.04,5.7,2.07,0.59,2.82,0.56,3.38,0.79,2.29,0.35,2.17,0.34,0.58
73J1572,N,47.3,0.98,15.13,14.35,0.18,6.14,11.01,2.08,0.26,0.086,0.029,0.09,0.12,2.2,99.76,43,130.8,0.6,39,<0.1,1.4,<0.5,<0.1,<0.1,<0.1,<0.01,<0.1,<0.5,292,49.3,51.3,46,5,124.4,0.1,<1,<0.5,0.2,16.5,<1,0,1.7,0.2,0.3,2.4,20.3,53.9,3,8.6,1.24,6.2,2.01,0.82,2.91,0.57,3.57,0.81,2.46,0.37,2.37,0.36,0.67
