SampleID,SiO2,TiO2,Al2O3,Fe2O3,MnO,MgO,CaO,Na2O,K2O,P2O5,Cr2O3,Total C,Total S,LOI,Sum,Ba,Cu,Pb,Zn,Ag,Au,As,Sb,Bi,Cd,Hg,Tl,Se,V,Ni,Ni,Co,Sc,Rb,Sr,Cs,Sn,W,Mo,Ga,Be,U,Hf,Ta,Th,Nb,Y,Zr,La,Ce,Pr,Nd,Sm,Eu,Gd,Tb,Dy,Ho,Er,Tm,Yb,Lu,Wgt,Al2O3/TiO2,Zr/Al2O3,Zr/TiO2,Zr/Y,Zr/Nb,Nb/Y,Th/Yb,(La/Yb)n,(Th/Nb)n,,Affinity,Chemical group,Ishikawa Index,Chlorite Index ,Na2O+CaO,K2O/(K2O+Na2O+CaO),Na2O/(Na2O+K2O),ACN Index,S+C,S/(S+C) (x100),Total BM,Jensen group ,Cat% Al,Cat% Fe+Ti,Cat% Mg,FeO,Cat Al,Cat Fe,Cat Ti,Cat Mg
85J0100,47.80,2.325,11.54,19.29,0.26,4.62,8.66,3.99,0.26,0.093,<0.002,0.05,0.33,0.9,99.75,111,25.2,3.1,33,<0.1,10.3,<0.5,<0.1,0.2,0.1,<0.01,<0.1,<0.5,586,<20,3.3,44.7,49,5.5,155.6,0.8,<1,<0.5,0.5,20.4,<1,0.1,3.1,0.2,0.5,4.3,31.9,99.8,5.8,15.8,2.5,12.0,3.7,1.3,4.8,0.9,5.3,1.2,3.7,0.5,3.4,0.5,0.7,5.0,8.6,43,3.1,23.2,0.1,0.1,1.2,1.0,,THOL,Mafic ,27.8,63.2,12.7,2.0,93.9,0.9,0.4,86.8,61.3,Fe mafic,37.0,44.3,18.7,17.36,22.6,24.2,2.91,11.5
74F0144,49.19,2.480,12.30,17.34,0.22,4.70,6.50,2.07,0.18,0.326,<0.002,0.35,0.06,4.4,99.75,54,58.2,0.7,145,<0.1,<0.5,<0.5,<0.1,<0.1,<0.1,<0.01,<0.1,<0.5,451,37,39.9,44.8,42,3.1,102.3,0.3,<1,<0.5,0.3,18.7,<1,<0.1,2.9,0.2,0.5,4.4,35.4,107.3,5.4,15.6,2.4,13.2,4.0,1.5,5.6,1.0,6.1,1.3,3.8,0.5,3.6,0.6,1.1,5.0,8.7,43,3.0,24.4,0.1,0.1,1.1,1.0,,THOL,Mafic ,36.3,70.3,8.6,2.1,92.0,1.4,0.4,14.6,203.9,Fe mafic,39.8,41.0,19.2,15.60,24.1,21.7,3.10,11.7
74F1214,49.84,2.630,12.85,15.97,0.20,3.93,7.18,5.36,0.38,0.288,0.010,0.06,0.11,1.1,99.75,64,86.6,3.9,42,<0.1,<0.5,<0.5,<0.1,0.1,<0.1,<0.01,<0.1,<0.5,519,47,20.4,41.8,44,8.8,175.9,0.2,<1,0.7,5.8,17.6,<1,<0.1,2.6,0.2,<0.2,3.5,31.6,86.1,4.1,12.0,1.9,10.3,3.6,1.3,4.7,0.9,5.4,1.2,3.6,0.5,3.3,0.5,1.0,4.9,6.7,33,2.7,24.6,0.1,,0.9,,,THOL,Mafic ,25.6,59.2,12.5,2.9,93.4,1.0,0.2,64.7,132.5,Fe mafic,43.3,40.0,16.7,14.37,25.2,20.0,3.29,9.8
74F1178,46.62,2.683,12.57,17.83,0.23,5.44,8.08,2.93,0.25,0.258,0.012,0.18,<0.02,2.8,99.72,40,54.3,1.0,62,<0.1,1.2,<0.5,<0.1,<0.1,<0.1,<0.01,<0.1,<0.5,575,62,45.3,44.3,44,8.4,173.3,0.2,<1,<0.5,0.2,18.4,<1,<0.1,3.0,0.2,0.4,4.0,33.3,95.0,4.7,12.4,2.1,10.5,3.6,1.5,4.7,0.9,5.7,1.2,3.5,0.6,3.5,0.5,0.8,4.7,7.6,35,2.9,23.8,0.1,0.1,1.0,0.8,,THOL,Mafic ,34.1,66.1,11.0,2.2,92.1,1.1,0.2,10.0,117.3,Fe mafic,38.6,40.2,21.1,16.04,24.7,22.3,3.36,13.5
74F1182,46.82,2.728,12.69,17.16,0.25,6.93,7.11,2.48,0.38,0.289,0.010,0.02,0.28,2.9,99.72,74,44.9,1.3,59,<0.1,<0.5,<0.5,<0.1,<0.1,<0.1,<0.01,<0.1,0.6,493,51,39.4,42.3,44,10.2,106.1,0.5,<1,<0.5,0.1,17.2,<1,<0.1,3.1,0.2,0.4,4.0,34.2,94.6,4.7,13.3,2.1,11.0,3.8,1.3,5.1,1.0,5.9,1.3,3.8,0.5,3.5,0.6,0.8,4.7,7.5,35,2.8,23.7,0.1,0.1,1.0,0.8,,THOL,Mafic ,43.3,69.8,9.6,3.8,86.7,1.3,0.3,93.3,105.2,Fe mafic,37.2,37.2,25.7,15.44,24.9,21.5,3.42,17.2
74J0839,46.75,2.741,12.66,17.58,0.28,5.86,10.11,2.08,0.54,0.275,0.012,0.03,0.18,0.8,99.73,69,57.8,3.0,40,<0.1,<0.5,<0.5,<0.1,<0.1,<0.1,<0.01,<0.1,<0.5,549,53,29.4,47.4,47,21.3,102.8,0.3,<1,<0.5,5.8,17.7,<1,<0.1,2.2,0.2,0.5,3.1,29.6,82.9,3.6,11.1,1.8,9.8,3.2,1.3,4.4,0.8,5.2,1.0,3.2,0.5,3.0,0.5,0.8,4.6,6.5,30,2.8,26.7,0.1,0.2,0.9,1.4,,THOL,Mafic ,34.4,63.8,12.2,4.2,79.4,1.0,0.2,85.7,100.8,Fe mafic,38.3,39.3,22.4,15.82,24.8,22.0,3.43,14.5
74F1196,46.84,2.825,12.95,17.28,0.22,6.65,8.38,1.96,0.50,0.285,0.011,0.04,0.06,1.8,99.70,248,31.7,1.5,55,<0.1,<0.5,<0.5,<0.1,<0.1,<0.1,<0.01,<0.1,<0.5,518,54,35.8,43.6,45,13.8,149.8,0.8,<1,<0.5,0.4,18.9,<1,<0.1,2.8,0.2,0.4,3.7,33.3,93.5,4.5,12.5,2.1,11.5,3.7,1.5,4.9,0.9,5.7,1.2,3.6,0.5,3.5,0.6,0.8,4.6,7.2,33,2.8,25.3,0.1,0.1,0.9,0.9,,THOL,Mafic ,40.9,68.2,10.3,4.6,79.7,1.3,0.1,60.0,88.2,Fe mafic,37.9,37.5,24.6,15.55,25.4,21.6,3.54,16.5
74F0127,45.71,2.637,11.77,19.22,0.30,5.51,8.86,2.27,0.50,0.247,0.005,0.07,0.05,2.7,99.72,89,49.9,2.8,110,<0.1,<0.5,<0.5,<0.1,<0.1,<0.1,<0.01,<0.1,<0.5,557,37,42.6,42.1,45,10.5,114.2,0.4,<1,<0.5,0.1,17.0,<1,<0.1,2.9,0.2,0.5,4.0,33.4,96.5,4.4,12.6,2.1,10.9,3.5,1.5,4.9,0.9,5.5,1.2,3.6,0.5,3.4,0.5,0.8,4.5,8.2,37,2.9,24.1,0.1,0.1,0.9,1.0,,THOL,Mafic ,35.1,67.2,11.1,4.3,81.9,1.1,0.1,41.7,162.7,Fe mafic,36.0,42.7,21.3,17.29,23.1,24.1,3.30,13.7
73S0711,48.07,2.529,11.05,20.83,0.28,4.15,8.26,2.32,0.12,0.150,<0.002,0.05,0.32,2.0,99.77,42,70.6,1.8,75,<0.1,12.7,<0.5,<0.1,<0.1,<0.1,<0.01,<0.1,<0.5,604,<20,4.1,59.6,54,3.4,98.9,0.6,<1,<0.5,0.3,21.7,<1,0.1,3.4,0.3,0.4,5.3,35.0,105.5,5.8,16.7,2.6,13.0,4.2,1.4,5.6,1.1,6.7,1.4,4.3,0.6,4.2,0.6,0.6,4.4,9.5,42,3.0,19.9,0.2,0.1,1.0,0.6,,THOL,Mafic ,28.8,68.1,10.6,1.1,95.1,1.0,0.4,86.5,147.4,Fe mafic,35.4,47.8,16.8,18.74,21.7,26.1,3.17,10.3
74F0624,50.70,2.728,11.48,17.42,0.26,5.25,5.31,2.55,1.16,0.327,<0.002,0.04,<0.02,2.6,99.76,284,11.1,2.6,113,<0.1,<0.5,0.6,<0.1,<0.1,<0.1,<0.01,<0.1,<0.5,323,<20,9.2,33.8,42,19.5,84.3,0.7,<1,<0.5,0.2,17.8,<1,<0.1,3.5,0.3,0.6,5.0,41.6,122.3,6.1,18.3,2.8,14.8,4.9,1.8,6.3,1.2,7.2,1.5,4.4,0.6,4.1,0.7,0.9,4.2,10.7,45,2.9,24.5,0.1,0.1,1.1,1.0,,THOL,Mafic ,44.9,72.7,7.9,12.9,68.7,1.5,0.1,33.3,126.7,Fe mafic,37.1,41.5,21.4,15.67,22.5,21.8,3.42,13.0
74F1190,49.46,3.140,12.61,15.51,0.25,3.36,11.30,1.39,0.22,0.337,0.011,0.04,0.18,2.1,99.71,42,60.6,2.3,53,<0.1,1.2,<0.5,<0.1,0.1,<0.1,<0.01,<0.1,<0.5,587,46,37.1,40.3,53,5.6,584.4,0.2,<1,3.6,0.4,24.3,<1,<0.1,3.1,0.3,0.2,4.4,40.0,105.8,5.1,14.7,2.5,12.2,4.5,1.8,5.9,1.1,6.6,1.5,4.4,0.7,4.2,0.6,1.0,4.0,8.4,34,2.6,24.0,0.1,0.0,0.9,0.4,,THOL,Mafic ,22.0,57.5,12.7,1.7,86.3,1.0,0.2,81.8,115.9,Fe mafic,43.8,41.4,14.8,13.96,24.7,19.4,3.93,8.3
93J0625,57.96,1.114,12.81,10.56,0.13,4.04,7.38,3.52,0.30,0.180,0.027,0.06,0.04,1.8,99.83,68,47.7,1.2,39,<0.1,1,0.7,0.1,<0.1,<0.1,<0.01,<0.1,<0.5,151,33,22.9,22.5,31,8.1,313.2,0.2,2,<0.5,0.4,20.9,1,0.2,4.7,0.4,1.0,6.7,60.6,161.2,9.6,26.2,4.1,20.8,6.3,2.0,8.5,1.6,10.0,2.2,6.4,1.0,6.1,1.0,0.9,11.5,12.6,145,2.7,24.1,0.1,0.2,1.1,1.3,,THOL,Mafic ,28.5,55.3,10.9,2.7,92.1,1.2,0.1,40.0,87.9,Mafic,50.5,29.4,20.1,9.50,25.1,13.2,1.39,10.0
SAS 1075-027 92.2M,61.29,1.020,9.55,7.92,0.13,2.99,7.14,2.31,0.54,0.154,0.009,1.17,0.06,6.8,99.83,91,43.5,1.1,52,<0.1,259.2,1.2,<0.1,<0.1,<0.1,<0.01,<0.1,<0.5,221,39,33.0,22.7,25,12.8,100.7,0.5,1,0.9,0.3,12.8,<1,0.2,4.0,0.3,0.5,5.2,43.3,121.4,6.2,19.7,3.0,14.6,5.1,1.4,6.5,1.2,7.7,1.7,5.0,0.8,4.9,0.8,0.7,9.4,12.7,119,2.8,23.3,0.1,0.1,0.9,0.8,,THOL,Mafic ,27.2,51.6,9.5,5.4,81.1,1.0,1.2,4.9,96.6,Mafic,50.2,30.0,19.9,7.13,18.7,9.9,1.28,7.4
73S0619,58.64,1.329,12.41,13.59,0.22,2.52,3.62,4.75,0.28,0.240,<0.002,0.05,0.04,2.3,99.90,59,4.7,1.0,45,<0.1,<0.5,<0.5,<0.1,<0.1,<0.1,<0.01,<0.1,<0.5,22,<20,0.6,23.0,23,10.2,108.1,1.0,<1,<0.5,0.2,21.2,<1,0.5,5.4,0.4,1.5,7.1,42.6,174.6,11.3,30.7,4.4,21.3,5.7,1.7,6.7,1.2,7.1,1.5,4.3,0.7,4.1,0.7,0.5,9.3,14.1,131,4.1,24.6,0.2,0.4,2.0,1.8,,THOL,Mafic ,25.1,63.7,8.4,3.2,94.4,1.5,0.1,44.4,50.7,Altered mafic,49.4,37.9,12.7,12.23,24.3,17.0,1.66,6.3
73J1760,57.77,1.276,11.51,12.65,0.21,1.95,9.78,1.44,0.08,0.444,<0.002,0.22,<0.02,2.8,99.87,23,2.0,0.6,53,<0.1,0.6,<0.5,<0.1,<0.1,<0.1,<0.01,<0.1,<0.5,<8,<20,0.7,19.9,28,2.0,88.4,0.7,1,<0.5,0.4,24.2,<1,0.3,4.8,0.4,1.1,8.5,49.8,163.1,10.9,27.4,4.3,21.2,6.2,1.9,7.5,1.4,8.3,1.8,5.4,0.8,5.0,0.8,0.8,9.0,14.2,128,3.3,19.2,0.2,0.2,1.6,1.1,,THOL,Mafic ,15.3,54.3,11.2,0.7,94.7,1.0,0.2,8.3,55.6,Fe mafic,50.3,38.9,10.8,11.38,22.6,15.8,1.60,4.8
92J0150,56.50,1.331,11.94,15.35,0.25,2.30,5.27,3.17,1.14,0.432,0.002,0.02,2.26,2.1,99.82,241,77.4,8.1,48,0.3,10.1,<0.5,0.1,2.1,<0.1,0.02,<0.1,1.1,16,<20,1.3,21.5,31,38.7,165.7,1.7,<1,0.9,5.2,19.1,1,0.3,4.6,0.4,0.9,7.6,61.6,157.8,10.1,30.7,4.8,24.8,7.5,2.3,9.4,1.7,10.2,2.2,6.7,1.0,6.2,1.0,0.6,9.0,13.2,119,2.6,20.8,0.1,0.1,1.2,1.0,,THOL,Mafic ,29.0,62.6,8.4,11.9,73.5,1.4,2.3,99.1,133.5,Fe mafic,46.8,41.8,11.4,13.81,23.4,19.2,1.67,5.7
93D0304,54.77,1.511,13.28,14.72,0.19,3.95,5.18,3.30,0.20,0.391,0.009,0.03,0.03,2.3,99.82,53,17.7,0.4,76,<0.1,1.8,<0.5,<0.1,<0.1,<0.1,<0.01,<0.1,<0.5,99,25,21.6,26.7,32,7.1,101.0,0.2,<1,<0.5,0.4,22.2,1,0.3,5.8,0.6,0.8,8.0,66.3,171.0,10.1,28.6,4.6,24.5,7.3,2.4,9.8,1.8,11.3,2.4,7.2,1.1,6.9,1.1,0.5,8.8,12.9,113,2.6,21.4,0.1,0.1,1.0,0.8,,THOL,Mafic ,32.9,66.9,8.5,2.3,94.3,1.6,0.1,50.0,94.1,Fe mafic,46.4,36.2,17.4,13.25,26.0,18.4,1.89,9.8
TI1049,55.63,1.376,12.03,14.71,0.27,2.61,4.59,3.44,0.25,0.527,0.004,0.51,0.05,4.4,99.86,167,16.1,0.9,138,<0.1,<0.5,<0.5,<0.1,<0.1,<0.1,0.01,<0.1,<0.5,29,<20,11.7,22.5,31,7.8,123.4,6.7,2,<0.5,0.5,21.7,1,0.2,6.0,0.6,1.2,9.2,68.5,193.4,11.8,33.4,5.1,23.4,8.7,3.3,11.6,2.2,13.1,2.8,8.2,1.3,7.9,1.2,0.7,8.7,16.1,141,2.8,21.0,0.1,0.2,1.1,1.1,,THOL,Mafic ,26.3,66.3,8.0,3.0,93.2,1.5,0.6,8.9,155.0,Fe mafic,47.0,40.1,12.9,13.24,23.6,18.4,1.72,6.5
GOL219,53.29,1.271,11.06,12.84,0.21,2.15,5.38,2.44,0.43,0.461,0.004,2.71,0.40,10.3,99.84,86,28.1,2.4,132,0.1,1,87.6,1.3,<0.1,0.2,0.08,0.7,<0.5,37,<20,12.5,31.5,28,9.4,80.9,0.9,2,1.1,0.4,21.6,1,0.2,5.1,0.4,1.1,8.2,65.7,171.7,11.3,32.1,5.1,26.0,7.9,2.6,10.6,1.9,11.0,2.4,7.0,1.1,6.8,1.1,0.9,8.7,15.5,135,2.6,20.9,0.1,0.2,1.2,1.1,,THOL,Mafic ,24.8,63.1,7.8,5.2,85.0,1.4,3.1,12.9,162.5,Fe mafic,48.5,39.5,11.9,11.55,21.7,16.1,1.59,5.3
92J0083,53.51,1.516,13.16,15.16,0.23,6.38,4.64,1.63,0.51,0.366,0.022,0.04,0.29,2.7,99.79,155,53.1,1.8,76,<0.1,<0.5,<0.5,<0.1,<0.1,<0.1,<0.01,<0.1,0.9,114,38,27.4,27.9,34,12.7,95.5,0.6,2,<0.5,0.6,20.6,<1,0.3,5.4,0.5,0.8,7.6,62.5,164.9,9.7,27.9,4.3,21.8,7.2,2.4,9.5,1.7,10.7,2.2,7.0,1.1,6.8,1.1,1.2,8.7,12.5,109,2.6,21.7,0.1,0.1,1.0,0.9,,THOL,Mafic ,52.4,75.9,6.3,7.5,76.2,2.1,0.3,87.9,130.9,Fe mafic,41.3,33.4,25.3,13.64,25.8,19.0,1.90,15.8
GOL046,53.01,1.377,11.84,13.24,0.15,2.56,5.68,1.61,0.58,0.511,0.004,2.11,0.09,9.3,99.89,123,4.9,0.5,79,<0.1,1.3,2,<0.1,<0.1,<0.1,<0.01,<0.1,<0.5,31,<20,6.4,12.5,30,14.1,60.5,1.5,<1,2.4,0.2,22.5,1,0.2,5.9,0.6,1.0,9.0,73.0,193.1,11.4,33.5,5.2,28.5,8.5,2.6,11.4,2.0,12.7,2.7,8.0,1.2,7.8,1.2,1.0,8.6,16.3,140,2.6,21.5,0.1,0.1,1.0,0.9,,THOL,Mafic ,30.1,66.4,7.3,7.4,73.5,1.6,2.2,4.1,84.4,Fe mafic,48.5,38.2,13.3,11.91,23.2,16.6,1.72,6.4
TB09009,53.06,1.398,11.92,16.79,0.25,3.20,4.75,2.39,0.01,0.494,0.005,0.81,0.05,5.6,99.84,15,24.2,0.5,154,<0.1,1,4,<0.1,<0.1,<0.1,<0.01,<0.1,<0.5,32,<20,9.2,20.6,32,0.2,82.5,0.2,1,2.3,0.5,21.0,<1,0.2,5.4,0.5,0.8,6.9,69.7,164.8,14.5,36.9,6.0,31.9,8.9,2.9,11.4,2.0,12.1,2.7,7.6,1.2,7.3,1.2,1.2,8.5,13.8,118,2.4,23.9,0.1,0.1,1.4,1.0,,THOL,Mafic ,31.0,71.9,7.1,0.1,99.6,1.7,0.9,5.8,178.7,Fe mafic,43.2,42.1,14.7,15.11,23.4,21.0,1.75,7.9
TI4463,53.69,1.200,10.17,17.73,0.10,3.72,0.66,0.24,1.50,0.450,0.004,1.14,7.16,10.4,99.86,129,6.4,11.5,188,0.9,4.2,68.1,0.2,2.4,0.1,0.05,<0.1,1.6,24,<20,19.8,37.0,25,28.3,26.6,0.3,2,2.2,0.6,20.8,<1,0.3,4.7,0.4,0.8,7.1,55.8,150.2,8.1,22.4,3.3,16.4,5.6,2.5,7.9,1.5,9.5,2.0,6.2,1.0,6.1,1.0,0.8,8.5,14.8,125,2.7,21.2,0.1,0.1,0.9,0.9,,THOL,Mafic ,85.3,93.7,0.9,62.5,13.8,11.3,8.3,86.3,205.9,Altered mafic,37.7,44.8,17.5,15.95,19.9,22.2,1.50,9.2
SAS 505-340 31.2M,48.02,1.303,11.04,14.19,0.22,2.30,5.39,2.86,0.92,0.475,0.004,3.37,0.72,13.1,99.83,121,25.0,0.9,86,<0.1,196.5,276.8,4.2,<0.1,0.1,<0.01,<0.1,<0.5,34,<20,7.4,18.2,29,23.4,200.9,1.0,1,17.4,0.4,18.8,<1,0.2,5.2,0.4,0.9,7.8,62.8,168.8,10.9,32.7,4.7,24.8,7.6,2.4,9.8,1.8,11.4,2.4,7.0,1.1,6.5,1.1,0.5,8.5,15.3,130,2.7,21.6,0.1,0.1,1.2,1.0,,THOL,Mafic ,28.1,63.6,8.3,10.0,75.7,1.3,4.1,17.6,111.9,Fe mafic,46.3,41.5,12.2,12.77,21.7,17.8,1.63,5.7
TI4444,55.15,1.371,11.51,12.26,0.31,3.73,4.96,1.47,0.57,0.508,0.004,1.64,0.76,8.0,99.86,94,18.3,7.7,192,0.2,2.2,8.8,<0.1,<0.1,<0.1,<0.01,<0.1,<0.5,31,21,25.0,20.3,29,13.2,71.4,0.2,1,0.6,0.6,20.4,<1,0.3,5.0,0.5,1.1,7.7,66.7,169.7,10.1,28.7,4.8,24.5,7.6,2.1,9.7,1.8,11.0,2.4,7.1,1.1,7.3,1.1,1.4,8.4,14.7,124,2.5,22.0,0.1,0.2,1.0,1.2,,THOL,Mafic ,40.1,68.7,6.4,8.1,72.1,1.8,2.4,31.7,218.0,Fe mafic,46.2,34.9,18.9,11.03,22.6,15.4,1.72,9.3
SAS 400-U246 62.1M,49.57,1.269,10.64,13.76,0.22,2.41,5.59,2.11,1.24,0.467,0.004,3.50,0.15,12.6,99.84,105,22.3,0.6,84,<0.1,3.3,23.5,0.9,<0.1,0.2,0.01,<0.1,<0.5,31,<20,6.3,17.2,28,28.3,143.3,1.0,1,3.1,0.5,19.0,<1,0.2,5.0,0.4,0.8,7.6,61.3,163.1,10.6,30.3,4.5,23.4,7.4,2.5,9.6,1.8,11.0,2.4,6.9,1.0,6.5,1.0,0.8,8.4,15.3,129,2.7,21.5,0.1,0.1,1.2,0.9,,THOL,Mafic ,32.2,65.6,7.7,13.9,63.0,1.4,3.7,4.1,106.9,Fe mafic,45.7,41.2,13.1,12.38,20.9,17.2,1.59,6.0
SAS 400-U246 50.3M,52.07,1.325,11.09,14.39,0.21,2.48,5.67,3.23,0.12,0.476,0.004,2.10,0.07,8.8,99.84,20,13.0,0.6,177,<0.1,1,2.8,0.5,<0.1,0.2,<0.01,<0.1,<0.5,37,<20,7.1,18.6,29,2.8,123.8,0.2,2,2.7,0.5,18.6,<1,0.3,5.0,0.4,0.8,7.9,63.5,167.2,10.0,29.0,4.5,23.8,7.9,2.5,9.9,1.8,10.9,2.4,7.1,1.0,6.5,1.0,0.6,8.4,15.1,126,2.6,21.2,0.1,0.1,1.1,0.8,,THOL,Mafic ,22.6,63.3,8.9,1.3,96.4,1.2,2.2,3.2,190.6,Fe mafic,45.7,41.4,12.9,12.95,21.8,18.0,1.66,6.2
TI4102,57.04,1.396,11.64,15.61,0.23,2.87,2.64,1.25,0.72,0.503,0.004,0.83,2.44,5.9,99.75,103,11.3,29.7,857,0.4,5.1,23.5,0.1,0.8,2,0.06,<0.1,0.8,47,<20,8.3,22.6,31,15.1,38.3,0.2,1,0.6,0.6,21.9,<1,0.3,5.6,0.5,1.0,8.1,67.2,173.6,11.5,33.2,5.2,27.3,8.0,2.1,10.8,1.9,12.3,2.5,7.3,1.1,6.7,1.1,0.6,8.3,14.9,124,2.6,21.4,0.1,0.1,1.2,1.0,,THOL,Mafic ,48.0,79.2,3.9,15.6,63.5,3.0,3.3,74.6,898.0,Altered mafic,44.6,41.6,13.9,14.05,22.8,19.5,1.75,7.1
TB09034,51.67,1.155,9.62,13.90,0.24,3.48,6.83,1.99,0.10,0.416,0.003,2.64,<0.02,10.4,99.85,34,14.4,0.3,117,<0.1,<0.5,<0.5,<0.1,<0.1,<0.1,<0.01,<0.1,0.6,48,25,20.8,19.9,32,2.2,68.3,<0.1,1,<0.5,0.2,16.3,<1,0.2,4.4,0.4,0.6,6.5,54.2,144.3,9.0,26.0,4.0,21.7,6.8,2.0,9.0,1.6,9.7,2.1,6.2,1.0,5.8,0.9,1.2,8.3,15.0,125,2.7,22.2,0.1,0.1,1.1,0.8,,THOL,Mafic ,28.9,64.4,8.8,1.1,95.2,1.1,2.7,0.4,131.7,Fe mafic,40.7,40.7,18.6,12.51,18.9,17.4,1.45,8.6
TI1480,54.30,1.521,12.58,15.92,0.29,3.29,3.71,2.75,0.03,0.530,0.006,0.64,0.18,4.9,99.83,13,65.0,2.3,201,<0.1,1.7,16.6,<0.1,<0.1,0.6,<0.01,<0.1,0.6,35,25,12.6,23.9,33,0.4,66.8,<0.1,<1,0.7,0.4,22.3,2,0.2,5.2,0.5,0.7,8.3,70.6,182.3,10.7,31.9,4.9,26.6,8.3,2.3,11.4,2.1,12.5,2.7,8.0,1.2,7.4,1.2,0.3,8.3,14.5,120,2.6,22.0,0.1,0.1,1.0,0.7,,THOL,Mafic ,33.9,73.0,6.5,0.5,98.9,1.9,0.8,22.0,268.3,Altered mafic,45.1,39.9,14.9,14.32,24.7,19.9,1.90,8.2
85J0742,49.98,1.431,11.13,11.53,0.19,1.73,6.29,4.11,1.41,0.257,<0.002,2.44,4.19,11.8,99.84,310,100.4,4.4,52,0.3,2813.8,>10000,6,<0.1,0.1,0.04,<0.1,<0.5,23,<20,1.5,19.9,30,21.0,67.2,0.4,<1,78.1,0.1,17.0,<1,0.2,4.9,0.3,0.8,7.1,48.3,149.6,6.4,21.6,3.4,17.2,5.9,1.7,7.4,1.4,9.0,1.9,5.5,0.9,6.1,0.9,0.8,7.8,13.4,105,3.1,21.1,0.1,0.1,0.8,0.9,,THOL,Mafic ,23.2,44.8,10.4,11.9,74.5,1.1,6.6,63.2,156.8,Fe mafic,51.5,38.3,10.1,10.37,21.8,14.4,1.79,4.3
SAS-400-U243 117.0M,53.88,1.524,11.64,10.53,0.17,1.23,5.12,4.74,1.14,0.704,<0.002,2.74,0.22,9.2,99.85,103,22.1,1.4,182,<0.1,47.6,25.3,0.8,<0.1,0.6,0.1,<0.1,0.6,15,<20,3.5,15.4,31,26.0,134.0,0.6,<1,7.9,0.9,21.1,<1,0.2,4.9,0.6,1.0,9.8,62.9,168.6,9.8,29.7,4.8,26.7,8.0,2.7,10.6,1.9,10.9,2.4,7.0,1.0,6.5,1.0,0.7,7.6,14.5,111,2.7,17.2,0.2,0.2,1.1,0.9,,THOL,Mafic ,19.4,51.6,9.9,10.4,80.6,1.2,3.0,7.4,205.5,Al-Fe mafic,55.7,36.8,7.4,9.47,22.8,13.2,1.91,3.1
SAS 505-340 44.3M,46.54,1.296,9.83,13.92,0.41,1.63,8.33,1.45,1.05,0.612,<0.002,4.15,0.11,14.8,99.85,181,8.5,0.6,120,<0.1,5.7,6.9,0.7,<0.1,0.1,<0.01,<0.1,<0.5,10,<20,1.8,12.5,28,29.4,176.9,1.2,1,0.9,0.4,17.4,<1,0.2,4.1,0.4,0.7,7.2,57.6,144.9,9.3,29.2,4.3,24.1,7.6,2.6,9.9,1.8,10.6,2.3,6.5,1.0,6.1,1.0,0.6,7.6,14.7,112,2.5,20.1,0.1,0.1,1.1,0.8,,THOL,Mafic ,21.5,59.0,9.8,9.7,58.0,1.0,4.3,2.6,129.1,Fe mafic,45.5,45.0,9.5,12.53,19.3,17.4,1.62,4.0
93D0226,54.82,1.519,11.42,17.08,0.26,2.26,5.24,2.21,0.10,0.644,<0.002,0.51,0.13,4.3,99.82,96,29.3,1.3,174,<0.1,<0.5,1,<0.1,<0.1,<0.1,<0.01,<0.1,1.1,25,<20,4.7,24.5,32,5.2,111.3,0.5,2,0.5,0.4,22.6,<1,0.3,5.3,0.5,0.7,8.0,69.5,160.0,10.2,30.4,5.0,26.8,8.1,2.8,10.7,2.0,11.8,2.6,7.5,1.1,7.1,1.1,0.5,7.5,14.0,105,2.3,20.0,0.1,0.1,1.0,0.7,,THOL,Mafic ,24.1,70.2,7.5,1.3,95.7,1.5,0.6,20.3,204.6,Fe mafic,43.7,45.4,10.9,15.37,22.4,21.4,1.90,5.6
SAS-400-U243 96.5M,54.64,1.224,9.20,13.85,0.24,1.27,7.18,4.00,0.04,0.563,<0.002,2.05,0.60,7.7,99.87,24,16.2,2.0,84,<0.1,194.8,3.2,1.2,<0.1,0.2,0.01,<0.1,0.5,13,<20,3.1,12.1,25,0.6,225.6,<0.1,1,29.6,1.8,18.3,<1,0.2,4.3,0.5,0.7,8.8,54.4,137.7,8.6,25.8,4.0,21.7,6.7,2.2,9.0,1.6,9.6,2.1,6.0,0.9,5.7,0.9,0.6,7.5,15.0,113,2.5,15.6,0.2,0.1,1.1,0.7,,THOL,Mafic ,10.5,54.2,11.2,0.4,99.0,0.8,2.7,22.6,102.2,Fe mafic,45.0,47.1,7.9,12.46,18.0,17.3,1.53,3.2
83J0275,53.61,1.530,11.09,19.49,0.11,1.59,3.46,3.50,0.10,0.668,0.003,0.02,1.60,3.2,98.31,46,>10000,2.8,162,23.8,1163,8.7,0.3,5.4,2.3,0.18,<0.1,8.1,23,21,22.8,24.4,33,3.0,328.8,0.6,3,8.7,36.3,18.7,<1,1.3,5.4,0.5,0.6,8.6,69.1,168.3,8.1,23.2,3.9,21.6,7.7,2.0,10.8,1.9,12.1,2.6,7.4,1.0,6.4,1.0,0.9,7.2,15.2,110,2.4,19.6,0.1,0.1,0.9,0.6,,THOL,Mafic ,19.5,71.8,7.0,1.4,97.2,1.6,1.6,98.8,10164.8,Altered mafic,41.8,50.6,7.6,17.54,21.8,24.4,1.92,3.9
