SampleID,SiO2,TiO2,Al2O3,Fe2O3,MnO,MgO,CaO,Na2O,K2O,P2O5,Cr2O3,Total C,Total S,LOI,Sum,Ba,Cu,Pb,Zn,Ag,Au,As,Sb,Bi,Cd,Hg,Tl,Se,V,Ni,Ni,Co,Sc,Rb,Sr,Cs,Sn,W,Mo,Ga,Be,U,Hf,Ta,Th,Nb,Y,Zr,La,Ce,Pr,Nd,Sm,Eu,Gd,Tb,Dy,Ho,Er,Tm,Yb,Lu,Wgt,Al2O3/TiO2,Zr/Al2O3,Zr/TiO2,Zr/Y,Zr/Nb,Nb/Y,Th/Yb,(La/Yb)n,(Th/Nb)n,,Affinity,Chemical group,Ishikawa Index,Chlorite Index ,Na2O+CaO,K2O/(K2O+Na2O+CaO),Na2O/(Na2O+K2O),ACN Index,S+C,S/(S+C) (x100),Total BM,Jensen group ,Cat% Al,Cat% Fe+Ti,Cat% Mg,FeO,Cat Al,Cat Fe,Cat Ti,Cat Mg
92J0643,51.11,1.759,12.51,16.77,0.26,4.21,7.70,1.19,0.17,0.116,<0.002,0.21,0.12,3.9,99.73,69,128.4,1.0,112,<0.1,2.1,1.4,0.1,<0.1,<0.1,<0.01,<0.1,0.5,508,<20,21.4,48.2,43,3.1,317.8,0.2,2,<0.5,0.2,21.8,<1,0.1,3.3,0.3,0.6,4.7,40.7,101.7,6.8,17.7,2.8,14.3,4.4,1.4,5.5,1.1,6.6,1.5,4.6,0.7,4.2,0.7,1.5,7.1,8.1,58,2.5,21.6,0.1,0.1,1.2,1.1,,THOL,Mafic ,33.0,68.3,8.9,1.9,87.5,1.4,0.3,36.4,241.4,Fe mafic,42.2,39.9,18.0,15.09,24.5,21.0,2.20,10.4
92J0047,52.52,1.807,12.77,18.36,0.20,3.41,7.18,2.81,0.30,0.156,<0.002,<0.02,<0.02,0.3,99.79,63,15.1,1.5,33,<0.1,<0.5,<0.5,<0.1,<0.1,<0.1,<0.01,<0.1,<0.5,296,<20,1.5,36.3,41,7.9,146.6,0.2,<1,0.6,0.2,20.2,1,0.2,3.7,0.3,0.7,4.9,43.3,126.6,7.1,21.6,3.0,15.5,4.8,1.6,6.3,1.2,7.4,1.5,4.7,0.7,4.6,0.7,0.6,7.1,9.9,70,2.9,25.8,0.1,0.2,1.1,1.2,,THOL,Mafic ,27.1,66.6,10.0,2.9,90.4,1.3,0.0,50.0,49.6,Fe mafic,42.6,43.0,14.4,16.52,25.0,23.0,2.26,8.5
92J0314,51.50,1.815,12.75,17.72,0.22,4.58,6.93,2.41,0.39,0.192,0.007,0.07,0.19,1.2,99.74,91,92.7,0.6,55,<0.1,0.5,<0.5,<0.1,<0.1,<0.1,<0.01,<0.1,<0.5,363,44,31.0,46.3,45,15.3,305.8,0.8,<1,0.8,0.3,20.2,<1,0.2,3.5,0.3,0.8,4.5,40.4,109.0,6.8,20.2,3.0,14.4,4.7,1.5,6.2,1.1,6.9,1.5,4.5,0.7,4.5,0.7,0.6,7.0,8.5,60,2.7,24.2,0.1,0.2,1.1,1.5,,THOL,Mafic ,34.7,68.6,9.3,4.0,86.1,1.4,0.3,73.1,148.3,Fe mafic,41.1,40.2,18.7,15.94,25.0,22.2,2.27,11.4
92J0335,50.63,1.883,13.00,16.99,0.24,4.60,8.56,2.33,0.42,0.196,0.007,0.09,0.14,0.9,99.75,109,74.5,1.3,42,<0.1,<0.5,<0.5,<0.1,<0.1,<0.1,<0.01,<0.1,0.5,407,48,26.5,46.4,41,15.9,154.7,0.8,1,0.7,0.3,21.2,<1,0.1,3.3,0.3,0.5,4.5,42.0,113.8,5.3,16.1,2.4,12.4,4.2,1.7,6.3,1.2,7.2,1.5,4.6,0.7,4.6,0.7,0.5,6.9,8.8,60,2.7,25.3,0.1,0.1,0.8,0.9,,THOL,Mafic ,31.6,64.5,10.9,3.7,84.7,1.2,0.2,60.9,117.8,Fe mafic,42.1,39.0,18.8,15.29,25.5,21.3,2.36,11.4
76J0048,50.05,1.847,12.73,17.88,0.22,4.92,6.84,3.10,0.19,0.175,0.003,0.02,0.05,1.8,99.75,17,85.6,0.3,86,<0.1,<0.5,<0.5,<0.1,<0.1,<0.1,<0.01,<0.1,<0.5,377,27,14.3,45.7,44,3.9,102.8,0.5,1,<0.5,0.4,18.8,<1,0.2,3.5,0.3,0.8,5.6,43.7,121.6,7.7,20.6,3.1,15.2,4.7,1.4,6.2,1.2,6.9,1.5,4.7,0.7,4.7,0.7,0.6,6.9,9.6,66,2.8,21.7,0.1,0.2,1.2,1.2,,THOL,Mafic ,34.0,67.8,9.9,1.9,94.2,1.3,0.1,71.4,171.9,Fe mafic,40.4,39.9,19.7,16.09,25.0,22.4,2.31,12.2
92J0215,49.41,1.663,11.42,20.26,0.18,4.99,8.52,2.04,0.50,0.031,<0.002,0.08,<0.02,0.7,99.72,92,36.8,1.1,25,<0.1,2.7,<0.5,<0.1,<0.1,<0.1,<0.01,<0.1,<0.5,606,38,10.5,48.4,48,18.7,124.0,0.6,1,0.7,0.3,19.9,<1,0.1,3.0,0.2,0.5,3.6,44.4,90.3,3.6,14.6,2.8,16.0,5.5,1.1,7.0,1.3,8.0,1.7,5.1,0.8,4.7,0.7,0.6,6.9,7.9,54,2.0,25.1,0.1,0.1,0.6,1.2,,THOL,Mafic ,34.2,68.7,10.6,4.5,80.3,1.1,0.1,20.0,62.9,Fe mafic,36.0,44.1,19.9,18.23,22.4,25.4,2.08,12.4
73B0086,48.66,1.807,12.28,16.44,0.21,5.63,7.48,4.13,0.19,0.095,0.013,0.21,<0.02,2.8,99.77,31,2.8,3.2,96,<0.1,0.6,<0.5,<0.1,<0.1,<0.1,<0.01,<0.1,<0.5,433,47,27.7,43.2,47,10.6,56.2,0.4,1,<0.5,0.1,20.0,<1,0.1,2.8,0.2,0.7,4.5,35.9,97.0,4.0,12.4,2.0,11.4,3.7,1.1,5.1,0.9,6.0,1.3,3.7,0.6,3.7,0.5,0.6,6.8,7.9,54,2.7,21.6,0.1,0.2,0.8,1.3,,THOL,Mafic ,33.4,63.7,11.6,1.6,95.6,1.1,0.2,8.7,102.0,Fe mafic,39.5,37.5,22.9,14.79,24.1,20.6,2.26,14.0
72S0110,49.60,1.889,12.83,17.46,0.28,4.25,6.81,3.20,0.19,0.191,0.007,0.23,0.12,3.1,99.82,110,42.4,1.7,128,<0.1,<0.5,<0.5,<0.1,<0.1,<0.1,<0.01,<0.1,<0.5,237,39,25.9,40.3,39,5.0,82.3,0.5,1,<0.5,0.3,19.9,<1,0.1,4.1,0.4,0.7,6.4,43.1,131.1,6.2,17.8,2.9,15.3,4.9,1.4,6.5,1.2,7.6,1.7,4.9,0.8,4.8,0.7,0.5,6.8,10.2,69,3.0,20.5,0.1,0.1,0.9,0.9,,THOL,Mafic ,30.7,66.5,10.0,1.9,94.4,1.3,0.4,34.3,172.1,Fe mafic,42.0,40.4,17.6,15.71,25.2,21.9,2.36,10.5
74F0058,48.89,1.973,13.30,16.52,0.23,5.37,6.69,2.86,0.12,0.144,0.015,0.18,0.09,3.6,99.73,46,95.2,1.6,102,<0.1,<0.5,1.3,<0.1,<0.1,<0.1,<0.01,<0.1,<0.5,507,47,37.0,45.6,49,3.4,199.7,0.6,<1,<0.5,0.2,17.0,<1,<0.1,2.5,0.2,0.5,4.0,34.8,87.2,5.3,13.8,2.2,12.0,3.7,1.2,5.0,0.9,5.8,1.2,3.7,0.5,3.5,0.6,1.0,6.7,6.6,44,2.5,21.8,0.1,0.1,1.1,1.0,,THOL,Mafic ,36.5,67.9,9.6,1.2,96.0,1.4,0.3,33.3,198.8,Fe mafic,41.7,37.0,21.3,14.86,26.1,20.7,2.47,13.3
73J0763,50.38,1.955,13.15,15.69,0.29,4.55,8.00,2.93,0.28,0.196,0.008,0.09,0.09,2.3,99.77,90,49.4,18.1,97,<0.1,1,0.5,<0.1,<0.1,0.1,<0.01,<0.1,<0.5,246,32,24.4,37.0,40,7.0,120.3,0.5,2,<0.5,0.4,18.5,<1,0.2,4.1,0.4,0.5,6.2,43.7,126.0,7.2,19.3,3.0,15.4,4.8,1.6,6.2,1.2,7.1,1.7,4.9,0.8,4.7,0.7,0.5,6.7,9.6,64,2.9,20.3,0.1,0.1,1.1,0.7,,THOL,Mafic ,30.6,63.0,10.9,2.5,91.3,1.2,0.2,50.0,164.5,Fe mafic,43.6,37.3,19.1,14.12,25.8,19.7,2.45,11.3
73S1134,49.41,1.947,13.02,16.38,0.20,6.13,5.15,2.87,1.48,0.251,0.010,0.06,0.08,2.8,99.65,452,38.9,1.2,75,<0.1,1.1,0.8,<0.1,<0.1,<0.1,<0.01,<0.1,<0.5,479,58,32.3,43.0,44,38.7,291.2,1.0,1,0.6,0.5,21.5,1,0.2,4.1,0.4,0.5,5.7,46.2,134.2,8.3,22.1,3.3,17.7,5.5,1.7,7.0,1.4,8.4,1.8,5.7,0.9,5.5,0.8,0.4,6.7,10.3,69,2.9,23.5,0.1,0.1,1.1,0.7,,THOL,Mafic ,48.7,72.2,8.0,15.6,66.0,1.6,0.1,57.1,115.1,Fe mafic,40.1,36.0,23.9,14.74,25.5,20.5,2.44,15.2
KL1015 26FT,45.21,2.007,13.35,16.96,0.22,7.89,7.00,2.16,0.60,0.201,0.017,0.10,0.17,4.1,99.72,106,62.7,0.4,84,<0.1,<0.5,1.2,<0.1,<0.1,<0.1,<0.01,<0.1,0.6,409,112,93.4,56.9,38,16.4,71.8,0.5,<1,<0.5,0.2,16.7,<1,<0.1,1.7,0.1,<0.2,2.6,23.2,65.6,3.2,9.1,1.5,9.1,2.6,1.1,3.8,0.7,4.2,0.9,2.5,0.4,2.5,0.4,0.5,6.7,4.9,33,2.8,25.2,0.1,,0.9,,,THOL,Mafic ,48.1,71.5,9.2,6.1,78.3,1.5,0.3,63.0,147.1,Fe mafic,37.7,34.2,28.2,15.26,26.2,21.2,2.51,19.6
73S0394,48.56,1.937,12.86,17.39,0.24,5.04,9.27,2.26,0.34,0.155,0.011,0.04,0.12,1.7,99.74,69,73.6,0.6,58,<0.1,<0.5,<0.5,<0.1,<0.1,<0.1,<0.01,<0.1,<0.5,443,42,26.5,48.8,41,9.2,108.9,0.2,<1,<0.5,0.3,18.4,<1,0.2,3.5,0.4,0.5,4.8,34.2,107.1,6.0,16.4,2.5,12.7,4.2,1.4,5.3,1.1,5.9,1.4,4.1,0.6,3.8,0.6,0.7,6.6,8.3,55,3.1,22.3,0.1,0.1,1.1,0.9,,THOL,Mafic ,31.8,64.1,11.5,2.9,86.9,1.1,0.2,75.0,132.2,Fe mafic,40.7,39.1,20.2,15.65,25.2,21.8,2.42,12.5
KL0825 27FT,49.94,1.982,13.08,16.67,0.24,6.17,7.97,2.55,0.37,0.284,0.011,<0.02,0.04,0.5,99.74,61,35.9,0.7,32,<0.1,4.2,<0.5,<0.1,<0.1,<0.1,<0.01,<0.1,<0.5,446,54,17.4,43.3,45,9.7,119.8,0.5,<1,0.8,3.0,19.1,<1,0.1,3.5,0.3,0.5,4.8,43.5,112.5,5.7,16.9,2.7,14.8,4.8,1.6,6.5,1.2,7.4,1.6,4.7,0.7,4.6,0.7,0.7,6.6,8.6,57,2.6,23.4,0.1,0.1,0.9,0.9,,THOL,Mafic ,38.3,66.8,10.5,3.4,87.3,1.2,0.1,80.0,68.6,Fe mafic,39.9,36.3,23.8,15.00,25.7,20.9,2.48,15.3
92J0817,52.92,1.963,12.50,16.10,0.22,4.25,3.22,2.08,0.17,0.150,0.001,0.64,0.11,5.6,99.13,46,40.0,3.0,180,< 0.5,,< 5,< 0.5,< 0.4,,,< 0.1,,494,30,,53.0,45,8.0,78.0,< 0.5,2,< 1,< 2,20.0,< 1,< 0.1,3.1,0.3,0.6,6.0,31.0,107.0,5.7,15.5,2.5,12.8,3.7,1.1,5.6,0.9,5.9,1.3,3.9,0.6,4.1,0.6,,6.4,8.6,55,3.5,17.8,0.2,0.1,1.0,0.8,,THOL,Mafic ,45.5,77.9,5.3,3.1,92.4,2.4,0.8,14.7,223.0,Altered mafic,42.5,39.2,18.3,14.49,24.5,20.2,2.46,10.5
KID057,48.14,2.010,12.71,13.99,0.21,4.04,7.12,2.04,1.09,0.215,0.008,1.51,0.15,8.2,99.78,245,100.0,1.0,147,<0.1,1,0.7,<0.1,<0.1,<0.1,<0.01,<0.1,1,386,56,59.5,55.0,43,37.8,112.9,1.3,3,<0.5,0.5,20.3,1,0.3,5.4,0.5,0.7,8.0,45.3,154.6,8.7,24.5,3.7,17.1,5.3,1.6,7.1,1.3,7.8,1.7,5.0,0.7,5.0,0.7,1.2,6.3,12.2,77,3.4,19.3,0.2,0.1,1.2,0.7,,THOL,Mafic ,35.9,64.3,9.2,10.6,65.2,1.4,1.7,9.0,248.0,Fe mafic,45.3,36.4,18.2,12.59,24.9,17.5,2.52,10.0
83J0368,47.92,1.993,12.51,19.30,0.27,5.47,7.47,3.02,0.30,0.178,0.007,0.02,0.07,1.3,99.73,45,79.5,0.7,33,<0.1,<0.5,<0.5,<0.1,<0.1,<0.1,<0.01,<0.1,<0.5,507,41,14.1,55.9,54,6.7,103.1,0.1,<1,<0.5,0.4,17.5,<1,0.2,2.5,0.3,0.5,4.2,32.6,89.9,4.3,13.1,2.1,11.4,3.4,1.2,4.7,0.9,5.5,1.2,3.5,0.6,3.5,0.5,0.7,6.3,7.2,45,2.8,21.4,0.1,0.1,0.9,1.0,,THOL,Mafic ,35.5,68.5,10.5,2.8,91.0,1.2,0.1,77.8,113.2,Fe mafic,37.9,41.2,21.0,17.37,24.5,24.2,2.49,13.6
BH-23-1 144.8M,52.96,1.999,12.36,10.91,0.14,5.37,5.90,3.93,0.06,0.351,0.009,0.73,0.77,5.8,99.78,8,5.8,3.2,97,<0.1,23.5,3.4,0.2,0.1,<0.1,<0.01,<0.1,1.4,314,56,53.5,56.2,44,0.4,31.0,0.1,2,6.9,1.8,17.2,<1,0.6,3.7,0.3,1.2,5.6,49.5,128.1,5.3,19.2,3.5,20.8,7.3,2.9,9.2,1.6,8.6,2.0,5.1,0.7,4.5,0.7,0.5,6.2,10.4,64,2.6,22.9,0.1,0.3,0.8,1.8,,THOL,Mafic ,35.6,59.6,9.8,0.6,98.5,1.3,1.5,51.3,106.0,Fe mafic,45.1,30.1,24.8,9.82,24.2,13.7,2.50,13.3
74F1207,48.97,2.323,14.32,14.69,0.29,5.62,8.80,2.69,0.25,0.250,0.021,0.07,0.03,1.5,99.74,81,53.4,3.7,44,<0.1,<0.5,<0.5,<0.1,<0.1,<0.1,<0.01,<0.1,<0.5,431,102,45.3,55.6,37,7.8,191.2,0.2,<1,<0.5,0.2,19.0,<1,<0.1,2.4,0.2,0.2,3.3,27.3,80.1,3.8,11.3,1.8,9.6,3.3,1.4,4.4,0.8,4.9,1.0,3.2,0.5,3.0,0.4,0.7,6.2,5.6,34,2.9,24.3,0.1,0.1,0.9,0.5,,THOL,Mafic ,33.8,62.1,11.5,2.1,91.5,1.2,0.1,30.0,101.1,Fe mafic,44.3,33.6,22.0,13.22,28.1,18.4,2.91,13.9
KL1652 128FT,47.58,2.204,13.57,16.59,0.20,6.35,6.81,2.69,0.21,0.175,0.012,0.07,0.12,3.3,99.73,27,38.3,0.4,72,<0.1,4.1,0.7,0.2,<0.1,<0.1,<0.01,<0.1,<0.5,502,41,33.2,43.2,49,5.6,133.0,0.1,<1,<0.5,0.3,19.1,<1,0.1,2.6,0.3,0.4,3.9,31.2,88.3,4.9,14.3,2.1,10.9,3.5,1.4,4.7,0.9,5.3,1.2,3.4,0.5,3.4,0.5,0.6,6.2,6.5,40,2.8,22.6,0.1,0.1,1.0,0.9,,THOL,Mafic ,40.8,69.0,9.5,2.2,92.8,1.4,0.2,63.2,110.7,Fe mafic,40.4,35.7,23.9,14.93,26.6,20.8,2.76,15.8
92J0777,49.90,2.080,12.72,17.36,0.24,4.44,6.84,3.46,0.15,0.219,0.003,0.09,0.07,2.4,99.76,95,50.8,2.6,93,0.1,2.1,0.6,0.2,<0.1,<0.1,<0.01,<0.1,<0.5,428,24,22.8,42.0,45,5.1,150.4,1.0,1,<0.5,0.2,19.4,<1,0.1,3.1,0.3,0.5,4.4,42.3,104.5,5.5,16.2,2.6,14.0,4.4,1.6,6.0,1.1,7.0,1.5,4.5,0.7,4.5,0.7,0.9,6.1,8.2,50,2.5,23.8,0.1,0.1,0.9,1.0,,THOL,Mafic ,30.8,66.0,10.3,1.4,95.8,1.2,0.2,43.8,146.4,Fe mafic,41.4,40.4,18.3,15.62,25.0,21.7,2.60,11.0
73J1804,49.48,2.018,12.33,18.59,0.23,4.81,7.04,3.30,0.45,0.147,0.003,0.06,0.08,1.3,99.75,70,77.4,1.2,159,<0.1,<0.5,<0.5,<0.1,<0.1,0.2,0.02,<0.1,<0.5,473,<20,12.1,45.0,47,14.8,135.1,0.6,<1,<0.5,0.4,21.3,<1,0.1,3.7,0.4,0.4,5.5,43.6,133.3,5.8,17.6,2.6,15.1,4.7,1.4,6.5,1.2,7.4,1.6,4.9,0.7,4.7,0.7,0.5,6.1,10.8,66,3.1,24.2,0.1,0.1,0.9,0.6,,THOL,Mafic ,33.7,67.5,10.3,4.2,88.0,1.2,0.1,57.1,237.6,Fe mafic,39.1,41.7,19.3,16.73,24.2,23.3,2.53,11.9
76J0070,49.12,2.274,13.85,9.28,0.13,2.30,6.26,4.50,2.34,0.171,0.003,2.67,0.76,9.6,99.79,72,31.7,1.8,78,<0.1,26.4,3.3,0.2,<0.1,<0.1,0.01,<0.1,<0.5,566,41,22.6,45.7,55,46.4,77.2,1.5,<1,37.9,0.2,22.7,1,0.2,3.5,0.3,0.5,4.5,27.5,102.5,5.2,14.6,2.2,10.3,3.3,1.4,4.1,0.8,4.8,1.0,3.0,0.5,3.0,0.4,0.3,6.1,7.4,45,3.7,22.8,0.2,0.2,1.2,0.9,,THOL,Mafic ,30.1,48.1,10.8,17.9,65.8,1.3,3.4,22.2,111.5,Al-Fe mafic,57.4,30.6,12.1,8.35,27.2,11.6,2.85,5.7
TI1638,41.31,1.863,11.27,16.04,0.18,3.79,11.35,2.05,0.02,0.190,<0.002,2.42,<0.02,11.7,99.83,18,77.3,2.0,125,<0.1,1.2,<0.5,<0.1,<0.1,<0.1,<0.01,<0.1,0.6,423,<20,21.7,49.9,43,0.5,164.4,0.3,1,<0.5,0.2,16.2,<1,<0.1,2.7,0.3,0.4,4.1,27.6,89.9,5.5,13.9,2.2,10.5,3.4,1.1,4.3,0.8,4.7,1.0,2.8,0.4,2.8,0.4,0.6,6.0,8.0,48,3.3,21.9,0.1,0.1,1.4,0.8,,THOL,Mafic ,22.1,57.6,13.4,0.1,99.0,0.8,2.4,0.4,204.3,Fe mafic,41.0,41.6,17.4,14.43,22.1,20.1,2.33,9.4
KL0796 34FT,47.87,2.195,13.01,16.50,0.24,6.32,8.86,2.13,0.83,0.220,0.016,0.12,0.25,1.6,99.76,58,57.4,0.6,38,<0.1,<0.5,<0.5,<0.1,<0.1,<0.1,<0.01,<0.1,0.5,398,74,31.8,46.1,42,28.7,112.7,0.7,<1,0.6,0.4,17.2,<1,0.1,2.2,0.2,0.2,3.2,27.2,74.6,4.0,11.2,1.8,9.0,2.9,1.2,4.1,0.8,4.3,1.0,3.0,0.5,2.8,0.5,0.5,5.9,5.7,34,2.7,23.3,0.1,0.1,1.0,0.5,,THOL,Mafic ,39.4,65.6,11.0,7.0,72.0,1.2,0.4,67.6,96.0,Fe mafic,39.5,36.2,24.3,14.85,25.5,20.7,2.75,15.7
73S0763,50.35,2.037,11.83,19.00,0.24,4.19,7.85,1.92,0.16,0.160,<0.002,0.04,0.19,2.0,99.75,34,75.4,1.7,105,<0.1,<0.5,<0.5,<0.1,<0.1,<0.1,<0.01,<0.1,<0.5,398,<20,6.7,46.7,43,4.3,132.3,0.5,3,<0.5,0.5,19.1,<1,0.2,3.8,0.3,0.7,5.7,43.6,119.2,8.4,21.1,3.1,15.4,4.5,1.7,6.0,1.1,7.3,1.6,4.6,0.7,4.6,0.7,0.7,5.8,10.1,59,2.7,20.9,0.1,0.2,1.3,1.0,,THOL,Mafic ,30.8,68.4,9.8,1.6,92.3,1.2,0.2,82.6,182.1,Fe mafic,38.7,43.9,17.3,17.10,23.2,23.8,2.55,10.4
GOL057,48.37,2.163,12.44,19.02,0.25,3.82,5.41,3.35,0.74,0.162,<0.002,0.09,0.41,4.1,99.83,123,19.9,0.6,128,<0.1,1.5,1.4,<0.1,<0.1,<0.1,0.03,<0.1,0.6,242,<20,1.6,43.6,44,28.7,98.0,9.2,1,0.6,0.3,21.7,<1,0.1,3.8,0.3,0.4,5.5,44.0,120.2,6.4,18.2,2.8,14.4,4.6,1.6,6.4,1.2,7.3,1.6,4.9,0.8,4.8,0.8,0.6,5.8,9.7,56,2.7,21.9,0.1,0.1,1.0,0.6,,THOL,Mafic ,34.2,70.1,8.8,7.8,81.9,1.4,0.5,82.0,148.5,Fe mafic,40.4,43.9,15.7,17.11,24.4,23.8,2.71,9.5
74F1187,54.62,2.111,12.14,15.80,0.18,3.79,4.41,4.45,0.18,0.523,<0.002,0.04,0.12,1.6,99.82,44,10.3,1.2,37,<0.1,1.2,<0.5,<0.1,<0.1,<0.1,<0.01,<0.1,<0.5,89,<20,1.0,21.3,36,5.1,104.8,0.2,<1,2.2,0.3,20.0,<1,0.2,4.8,0.4,0.4,6.1,53.7,161.0,6.0,17.8,3.1,17.0,5.6,2.3,7.9,1.5,9.0,1.9,5.8,0.9,5.7,0.9,1.2,5.8,13.3,76,3.0,26.4,0.1,0.1,0.8,0.6,,THOL,Mafic ,30.9,66.9,8.9,2.0,96.1,1.4,0.2,75.0,48.5,Altered mafic,42.8,40.3,16.9,14.22,23.8,19.8,2.64,9.4
74F1204,45.67,2.413,13.71,18.22,0.22,6.04,9.23,2.16,0.57,0.226,0.020,0.02,0.10,1.2,99.70,83,110.7,1.3,38,<0.1,1.1,<0.5,<0.1,<0.1,<0.1,<0.01,<0.1,<0.5,578,77,34.4,49.0,47,25.9,195.4,0.9,<1,0.6,0.6,18.0,<1,<0.1,2.3,0.2,0.3,3.3,28.8,78.1,3.7,11.2,1.8,9.5,3.1,1.3,4.3,0.8,4.9,1.1,3.3,0.5,3.1,0.5,1.2,5.7,5.7,32,2.7,23.7,0.1,0.1,0.9,0.8,,THOL,Mafic ,36.7,66.2,11.4,4.8,79.1,1.2,0.1,83.3,150.0,Fe mafic,39.7,38.2,22.1,16.39,26.9,22.8,3.02,15.0
KID091,43.08,2.619,14.77,20.67,0.31,3.64,4.60,2.87,0.55,0.378,0.009,0.90,0.38,6.3,99.80,139,80.2,2.6,212,<0.1,1.7,4.3,<0.1,<0.1,0.1,0.01,<0.1,<0.5,351,48,48.5,48.4,32,18.1,98.4,0.6,2,<0.5,0.2,23.5,<1,0.2,4.1,0.7,0.4,11.0,29.2,137.7,7.8,23.0,3.5,18.7,5.1,1.7,6.1,1.0,5.7,1.2,3.2,0.5,3.1,0.4,0.9,5.6,9.3,53,4.7,12.5,0.4,0.1,1.8,0.3,,THOL,Mafic ,35.9,74.6,7.5,6.9,83.9,2.0,1.3,29.7,294.8,Altered mafic,43.1,43.4,13.4,18.60,29.0,25.9,3.28,9.0
85J0800,45.38,2.301,12.46,20.70,0.29,5.36,5.70,3.60,0.12,0.316,0.005,0.28,<0.02,3.5,99.73,32,39.3,0.8,95,<0.1,<0.5,27.4,0.1,<0.1,<0.1,<0.01,<0.1,<0.5,463,65,39.7,47.8,50,2.8,73.4,0.3,<1,<0.5,<0.1,17.5,<1,0.1,2.3,0.3,<0.2,4.9,25.5,91.5,4.3,12.7,1.9,9.5,3.2,1.4,4.2,0.8,5.2,1.0,3.1,0.5,3.2,0.5,1.0,5.4,7.3,40,3.6,18.7,0.2,,1.0,,,THOL,Mafic ,37.1,72.0,9.3,1.3,96.8,1.3,0.3,6.7,135.1,Fe mafic,36.7,43.3,20.0,18.63,24.4,25.9,2.88,13.3
KL1631 198FT,55.43,2.075,11.19,13.62,0.10,3.52,5.21,3.42,0.06,0.418,<0.002,0.66,1.00,4.8,99.83,14,9.9,1.6,89,<0.1,105.9,3.4,<0.1,0.1,<0.1,<0.01,<0.1,0.9,228,42,19.0,29.7,37,0.4,42.9,<0.1,<1,5.6,0.9,18.5,<1,0.2,4.0,0.4,0.7,5.6,43.2,150.6,3.1,13.3,2.6,16.2,5.3,2.1,7.3,1.3,8.2,1.7,4.6,0.7,4.7,0.7,0.6,5.4,13.5,73,3.5,26.9,0.1,0.1,0.5,1.0,,THOL,Mafic ,29.3,63.3,8.6,0.7,98.3,1.3,1.7,60.2,100.5,Fe mafic,43.6,39.0,17.3,12.26,21.9,17.1,2.60,8.7
73J1798,49.85,2.227,11.79,18.23,0.25,4.09,7.47,4.00,0.43,0.192,<0.002,0.03,<0.02,1.2,99.76,77,96.0,1.8,30,<0.1,0.9,<0.5,<0.1,<0.1,<0.1,<0.01,<0.1,<0.5,294,<20,5.0,49.0,47,12.3,197.6,1.2,2,<0.5,0.2,18.2,<1,0.2,4.2,0.4,0.5,6.5,51.3,145.7,9.1,23.6,3.5,18.2,5.6,1.8,7.3,1.4,8.5,1.8,5.8,0.8,5.3,0.9,1.1,5.3,12.4,65,2.8,22.4,0.1,0.1,1.2,0.6,,THOL,Mafic ,28.3,64.1,11.5,3.6,90.3,1.0,0.1,40.0,127.8,Fe mafic,39.3,43.5,17.2,16.40,23.1,22.8,2.79,10.1
74F1164,53.14,2.319,11.66,14.98,0.17,3.67,9.34,2.00,0.09,0.371,<0.002,<0.02,0.02,2.0,99.77,12,4.4,1.4,49,<0.1,<0.5,<0.5,<0.1,<0.1,<0.1,<0.01,<0.1,<0.5,242,<20,5.3,26.7,34,1.9,516.5,<0.1,<1,0.7,0.3,23.0,<1,0.2,3.7,0.4,0.3,5.0,44.5,120.4,8.8,22.9,3.4,17.8,5.3,1.9,6.6,1.2,7.7,1.6,4.7,0.7,4.6,0.7,0.6,5.0,10.3,52,2.7,24.1,0.1,0.1,1.4,0.5,,THOL,Mafic ,24.9,60.2,11.3,0.8,95.7,1.0,0.0,50.0,54.8,Fe mafic,42.6,40.4,17.0,13.48,22.9,18.8,2.90,9.1
74F1205,54.61,2.570,12.87,12.57,0.25,4.17,6.39,3.73,0.32,0.489,0.003,0.03,0.32,1.8,99.80,175,35.4,5.3,68,<0.1,<0.5,<0.5,<0.1,0.2,<0.1,<0.01,<0.1,<0.5,183,<20,7.5,23.9,41,11.8,69.9,0.7,<1,0.9,16.0,20.5,<1,0.1,3.4,0.4,0.5,5.2,44.0,121.1,6.5,18.3,3.0,16.6,5.0,2.1,7.0,1.3,7.7,1.6,5.0,0.7,4.6,0.7,1.1,5.0,9.4,47,2.8,23.3,0.1,0.1,1.0,0.8,,THOL,Mafic ,30.7,60.0,10.1,3.1,92.1,1.3,0.4,91.4,108.7,Fe mafic,46.3,34.8,19.0,11.31,25.2,15.7,3.22,10.3
BH-23-1 76.3M,38.23,2.489,12.42,13.80,0.11,3.25,13.30,5.21,0.11,0.347,<0.002,2.38,0.99,10.5,99.82,10,5.4,1.5,63,<0.1,14.2,9.3,0.1,0.2,<0.1,<0.01,<0.1,0.6,331,35,36.2,52.6,42,0.6,79.4,<0.1,1,8.2,0.6,16.6,<1,0.3,3.3,0.3,0.8,5.1,35.9,113.3,3.9,14.0,2.9,17.2,5.9,2.0,7.0,1.2,6.8,1.4,3.7,0.6,3.3,0.5,0.6,5.0,9.1,46,3.2,22.2,0.1,0.2,0.8,1.3,,THOL,Mafic ,15.4,44.4,18.5,0.6,97.9,0.7,3.4,29.4,69.9,Fe mafic,46.1,38.6,15.3,12.42,24.4,17.3,3.12,8.1
